userid,review,compound_score
5136,"Too many crashes, needs urgent updates.",0.2023
5141,"Excellent design, works smoothly.",0.5719
5143,"Too many crashes, needs urgent updates.",0.2023
5146,Great customer support and easy to use.,0.8658
5147,"Fantastic app, highly recommend!",0.7707
5151,"Affordable and reliable, worth it.",0.2263
5154,"Affordable and reliable, worth it.",0.2263
5155,Great customer support and easy to use.,0.8658
5157,Great customer support and easy to use.,0.8658
5161,"Average app, could use more features.",0.0
5164,"Too many crashes, needs urgent updates.",0.2023
5165,"Average app, could use more features.",0.0
5173,"Very useful app, helped me a lot.",0.4927
5176,"Excellent design, works smoothly.",0.5719
5180,"Fantastic app, highly recommend!",0.7707
5181,"Affordable and reliable, worth it.",0.2263
5182,"Fantastic app, highly recommend!",0.7707
5186,"Fantastic app, highly recommend!",0.7707
5187,"Affordable and reliable, worth it.",0.2263
5188,"Not satisfied with performance, too many bugs.",-0.3252
5191,"Excellent design, works smoothly.",0.5719
5192,"Affordable and reliable, worth it.",0.2263
5197,"Too many crashes, needs urgent updates.",0.2023
5201,"Affordable and reliable, worth it.",0.2263
5206,"Very useful app, helped me a lot.",0.4927
5208,"Average app, could use more features.",0.0
5209,"Too many crashes, needs urgent updates.",0.2023
5212,"Good experience overall, but UI can improve.",0.7003
5213,Great customer support and easy to use.,0.8658
5214,"Good experience overall, but UI can improve.",0.7003
5217,"Excellent design, works smoothly.",0.5719
5219,"Good experience overall, but UI can improve.",0.7003
5220,"Good experience overall, but UI can improve.",0.7003
5221,Did not meet my expectations.,0.0
5223,"Not satisfied with performance, too many bugs.",-0.3252
5224,"Very useful app, helped me a lot.",0.4927
5225,Great customer support and easy to use.,0.8658
5229,"Good experience overall, but UI can improve.",0.7003
5230,"Very useful app, helped me a lot.",0.4927
5232,"Average app, could use more features.",0.0
5234,Great customer support and easy to use.,0.8658
5236,"Good experience overall, but UI can improve.",0.7003
5239,"Affordable and reliable, worth it.",0.2263
5241,"Too many crashes, needs urgent updates.",0.2023
5247,"Fantastic app, highly recommend!",0.7707
5248,Did not meet my expectations.,0.0
5264,"Affordable and reliable, worth it.",0.2263
5271,"Affordable and reliable, worth it.",0.2263
5272,"Not satisfied with performance, too many bugs.",-0.3252
5274,"Fantastic app, highly recommend!",0.7707
5275,"Too many crashes, needs urgent updates.",0.2023
5277,"Average app, could use more features.",0.0
5278,"Too many crashes, needs urgent updates.",0.2023
5279,Great customer support and easy to use.,0.8658
5280,"Too many crashes, needs urgent updates.",0.2023
5285,"Fantastic app, highly recommend!",0.7707
5290,Great customer support and easy to use.,0.8658
5292,"Not satisfied with performance, too many bugs.",-0.3252
5293,"Affordable and reliable, worth it.",0.2263
5306,Did not meet my expectations.,0.0
5310,"Good experience overall, but UI can improve.",0.7003
5312,"Excellent design, works smoothly.",0.5719
5314,"Affordable and reliable, worth it.",0.2263
5315,Great customer support and easy to use.,0.8658
5318,Did not meet my expectations.,0.0
5319,"Fantastic app, highly recommend!",0.7707
5320,"Good experience overall, but UI can improve.",0.7003
5322,"Affordable and reliable, worth it.",0.2263
5323,Did not meet my expectations.,0.0
5324,Great customer support and easy to use.,0.8658
5331,"Fantastic app, highly recommend!",0.7707
5332,Did not meet my expectations.,0.0
5334,"Very useful app, helped me a lot.",0.4927
5335,"Good experience overall, but UI can improve.",0.7003
5346,"Too many crashes, needs urgent updates.",0.2023
5347,"Average app, could use more features.",0.0
5352,"Not satisfied with performance, too many bugs.",-0.3252
5353,"Fantastic app, highly recommend!",0.7707
5359,"Good experience overall, but UI can improve.",0.7003
5361,"Fantastic app, highly recommend!",0.7707
5362,"Fantastic app, highly recommend!",0.7707
5364,"Very useful app, helped me a lot.",0.4927
5366,"Too many crashes, needs urgent updates.",0.2023
5367,Did not meet my expectations.,0.0
5369,"Good experience overall, but UI can improve.",0.7003
5372,"Affordable and reliable, worth it.",0.2263
5377,"Excellent design, works smoothly.",0.5719
5379,"Fantastic app, highly recommend!",0.7707
5380,Did not meet my expectations.,0.0
5381,"Too many crashes, needs urgent updates.",0.2023
5382,"Not satisfied with performance, too many bugs.",-0.3252
5386,"Too many crashes, needs urgent updates.",0.2023
5391,"Fantastic app, highly recommend!",0.7707
5392,"Too many crashes, needs urgent updates.",0.2023
5394,"Very useful app, helped me a lot.",0.4927
5396,"Too many crashes, needs urgent updates.",0.2023
5400,Did not meet my expectations.,0.0
5403,"Good experience overall, but UI can improve.",0.7003
5404,"Not satisfied with performance, too many bugs.",-0.3252
5405,"Fantastic app, highly recommend!",0.7707
5409,Did not meet my expectations.,0.0
5410,"Good experience overall, but UI can improve.",0.7003
5418,"Too many crashes, needs urgent updates.",0.2023
5421,Did not meet my expectations.,0.0
5427,"Affordable and reliable, worth it.",0.2263
5428,Great customer support and easy to use.,0.8658
5431,"Fantastic app, highly recommend!",0.7707
5434,Did not meet my expectations.,0.0
5435,"Good experience overall, but UI can improve.",0.7003
5437,"Excellent design, works smoothly.",0.5719
5441,"Good experience overall, but UI can improve.",0.7003
5442,"Average app, could use more features.",0.0
5444,Did not meet my expectations.,0.0
5446,"Excellent design, works smoothly.",0.5719
5448,Did not meet my expectations.,0.0
5450,"Average app, could use more features.",0.0
5453,"Affordable and reliable, worth it.",0.2263
5457,"Good experience overall, but UI can improve.",0.7003
5459,Did not meet my expectations.,0.0
5460,"Average app, could use more features.",0.0
5476,"Good experience overall, but UI can improve.",0.7003
5479,"Very useful app, helped me a lot.",0.4927
5483,"Excellent design, works smoothly.",0.5719
5484,Great customer support and easy to use.,0.8658
5486,"Affordable and reliable, worth it.",0.2263
5489,"Fantastic app, highly recommend!",0.7707
5490,"Affordable and reliable, worth it.",0.2263
5491,"Good experience overall, but UI can improve.",0.7003
5493,"Fantastic app, highly recommend!",0.7707
5494,"Fantastic app, highly recommend!",0.7707
5498,"Fantastic app, highly recommend!",0.7707
5499,"Not satisfied with performance, too many bugs.",-0.3252
5502,"Fantastic app, highly recommend!",0.7707
5504,"Average app, could use more features.",0.0
5509,"Very useful app, helped me a lot.",0.4927
5510,Did not meet my expectations.,0.0
5513,Did not meet my expectations.,0.0
5514,"Not satisfied with performance, too many bugs.",-0.3252
5516,"Too many crashes, needs urgent updates.",0.2023
5517,"Excellent design, works smoothly.",0.5719
5522,"Too many crashes, needs urgent updates.",0.2023
5523,"Too many crashes, needs urgent updates.",0.2023
5525,"Very useful app, helped me a lot.",0.4927
5526,Great customer support and easy to use.,0.8658
5527,"Very useful app, helped me a lot.",0.4927
5528,"Fantastic app, highly recommend!",0.7707
5529,"Not satisfied with performance, too many bugs.",-0.3252
5531,"Very useful app, helped me a lot.",0.4927
5533,"Not satisfied with performance, too many bugs.",-0.3252
5535,Did not meet my expectations.,0.0
5536,Great customer support and easy to use.,0.8658
5539,Did not meet my expectations.,0.0
5544,"Very useful app, helped me a lot.",0.4927
5545,"Average app, could use more features.",0.0
5551,"Excellent design, works smoothly.",0.5719
5553,Did not meet my expectations.,0.0
5554,"Excellent design, works smoothly.",0.5719
5557,"Too many crashes, needs urgent updates.",0.2023
5559,"Average app, could use more features.",0.0
5562,"Excellent design, works smoothly.",0.5719
5568,"Fantastic app, highly recommend!",0.7707
5570,"Good experience overall, but UI can improve.",0.7003
5573,Great customer support and easy to use.,0.8658
5577,Great customer support and easy to use.,0.8658
5579,Great customer support and easy to use.,0.8658
5581,"Excellent design, works smoothly.",0.5719
5582,Great customer support and easy to use.,0.8658
5588,Great customer support and easy to use.,0.8658
5591,"Average app, could use more features.",0.0
5593,"Fantastic app, highly recommend!",0.7707
5595,Did not meet my expectations.,0.0
5599,Did not meet my expectations.,0.0
5605,Great customer support and easy to use.,0.8658
5608,Great customer support and easy to use.,0.8658
5610,Did not meet my expectations.,0.0
5612,"Fantastic app, highly recommend!",0.7707
5615,"Good experience overall, but UI can improve.",0.7003
5616,"Not satisfied with performance, too many bugs.",-0.3252
5619,"Average app, could use more features.",0.0
5623,"Too many crashes, needs urgent updates.",0.2023
5625,"Excellent design, works smoothly.",0.5719
5627,"Not satisfied with performance, too many bugs.",-0.3252
5628,"Good experience overall, but UI can improve.",0.7003
5629,"Too many crashes, needs urgent updates.",0.2023
5630,"Not satisfied with performance, too many bugs.",-0.3252
5634,"Not satisfied with performance, too many bugs.",-0.3252
5635,"Good experience overall, but UI can improve.",0.7003
5638,Great customer support and easy to use.,0.8658
5639,"Very useful app, helped me a lot.",0.4927
5641,"Affordable and reliable, worth it.",0.2263
5646,"Affordable and reliable, worth it.",0.2263
5650,"Good experience overall, but UI can improve.",0.7003
5655,"Too many crashes, needs urgent updates.",0.2023
5656,Did not meet my expectations.,0.0
5657,"Not satisfied with performance, too many bugs.",-0.3252
5658,Did not meet my expectations.,0.0
5660,"Good experience overall, but UI can improve.",0.7003
5662,"Average app, could use more features.",0.0
5663,"Affordable and reliable, worth it.",0.2263
5664,Did not meet my expectations.,0.0
5665,Did not meet my expectations.,0.0
5667,"Fantastic app, highly recommend!",0.7707
5668,"Fantastic app, highly recommend!",0.7707
5672,Great customer support and easy to use.,0.8658
5674,"Fantastic app, highly recommend!",0.7707
5677,"Average app, could use more features.",0.0
5680,"Too many crashes, needs urgent updates.",0.2023
5681,Great customer support and easy to use.,0.8658
5688,Did not meet my expectations.,0.0
5689,"Average app, could use more features.",0.0
5694,"Not satisfied with performance, too many bugs.",-0.3252
5695,"Average app, could use more features.",0.0
5696,"Affordable and reliable, worth it.",0.2263
5699,"Very useful app, helped me a lot.",0.4927
5705,"Very useful app, helped me a lot.",0.4927
5708,Did not meet my expectations.,0.0
5717,"Good experience overall, but UI can improve.",0.7003
5721,"Not satisfied with performance, too many bugs.",-0.3252
5722,"Good experience overall, but UI can improve.",0.7003
5723,"Average app, could use more features.",0.0
5725,"Affordable and reliable, worth it.",0.2263
5731,"Average app, could use more features.",0.0
5732,"Good experience overall, but UI can improve.",0.7003
5737,"Affordable and reliable, worth it.",0.2263
5741,"Average app, could use more features.",0.0
5748,"Very useful app, helped me a lot.",0.4927
5750,"Too many crashes, needs urgent updates.",0.2023
5751,"Too many crashes, needs urgent updates.",0.2023
5753,"Fantastic app, highly recommend!",0.7707
5754,Great customer support and easy to use.,0.8658
5765,Great customer support and easy to use.,0.8658
5766,Did not meet my expectations.,0.0
5768,Did not meet my expectations.,0.0
5773,Great customer support and easy to use.,0.8658
5777,Did not meet my expectations.,0.0
5788,Great customer support and easy to use.,0.8658
5795,"Excellent design, works smoothly.",0.5719
5796,"Excellent design, works smoothly.",0.5719
5800,Did not meet my expectations.,0.0
5801,"Fantastic app, highly recommend!",0.7707
5802,"Average app, could use more features.",0.0
5803,Great customer support and easy to use.,0.8658
5807,Did not meet my expectations.,0.0
5810,"Very useful app, helped me a lot.",0.4927
5814,"Very useful app, helped me a lot.",0.4927
5819,"Not satisfied with performance, too many bugs.",-0.3252
5822,"Too many crashes, needs urgent updates.",0.2023
5827,Did not meet my expectations.,0.0
5831,"Excellent design, works smoothly.",0.5719
5836,"Very useful app, helped me a lot.",0.4927
5840,"Excellent design, works smoothly.",0.5719
5847,"Fantastic app, highly recommend!",0.7707
5850,"Very useful app, helped me a lot.",0.4927
5851,Great customer support and easy to use.,0.8658
5854,"Very useful app, helped me a lot.",0.4927
5855,Great customer support and easy to use.,0.8658
5856,"Fantastic app, highly recommend!",0.7707
5857,Great customer support and easy to use.,0.8658
5859,"Average app, could use more features.",0.0
5865,"Excellent design, works smoothly.",0.5719
5868,"Average app, could use more features.",0.0
5872,"Too many crashes, needs urgent updates.",0.2023
5873,Did not meet my expectations.,0.0
5875,"Fantastic app, highly recommend!",0.7707
